Ranking,Institution,Year
601,Abo Akademi University,2020
601,Ecole Centrale de Lyon,2020
601,Ecole Normale Superieure de Paris,2020
601,Institut National des Sciences Appliquees de Lyon,2020
601,University Francois Rabelais de Tours,2020
601,University Jean Moulin - Lyon III,2020
601,University Pantheon-Sorbonne (Paris I),2020
601,University of Rennes I,2020
601,University of Nantes,2020
601,University of Technology of Compiegne,2020
601,Aristotle University of Thessaloniki,2020
601,National Technical University of Athens,2020
601,University of Ioannina,2020
601,University of Thessaly,2020
601,University of Split,2020
601,Eotvos Lorand University,2020
601,University of Indonesia,2020
601,Dublin City University,2020
601,Amrita Vishwa Vidyapeetham (Deemed University),2020
601,Banaras Hindu University,2020
601,Indian Institute of Technology - Guwahati,2020
601,Indian Institute of Technology - Kanpur,2020
601,Indian Institute of Technology - Madras,2020
601,Jamia Millia Islamia University,2020
601,Jawaharlal Nehru University,2020
601,Panjab University,2020
601,Thapar University,2020
601,University of Delhi,2020
601,Savitribai Phule Pune University,2020
601,Iran University of Medical Sciences,2020
601,Iran University of Science and Technology Tehran,2020
601,Isfahan University of Technology,2020
601,University of Tabriz,2020
601,Tabriz University of Medical Sciences,2020
601,University of Tehran,2020
601,University of Bergamo,2020
601,University of Calabria,2020
601,University of Salento,2020
601,University of Palermo,2020
601,University of Parma,2020
601,University of Sassari,2020
601,Hiroshima University,2020
601,Jikei University School of Medicine,2020
601,Keio University,2020
601,Kindai University,2020
601,Kobe University,2020
601,Kurume University,2020
601,Nippon Medical School,2020
601,Tokyo Metropolitan University,2020
601,University of Aizu,2020
601,Waseda University,2020
601,Ewha Womans University,2020
601,Konkuk University,2020
601,Pusan National University,2020
601,Ulsan University,2020
601,University of Malta,2020
601,Monterrey Institute of Technology and Higher Education,2020
601,Metropolitan Autonomous University,2020
601,National Autonomous University of Mexico,2020
601,University of Malaysia Perlis,2020
601,National University of Malaysia,2020
601,University of Putra Malaysia,2020
601,University of Science - Malaysia,2020
601,University of Technology - Malaysia,2020
601,University of Technology - Petronas,2020
601,Jagiellonian University,2020
601,University of Warsaw,2020
601,New University of Lisbon,2020
601,University of Beira Interior,2020
601,University of Aveiro,2020
601,University of Coimbra,2020
601,University of Minho,2020
601,St. Petersburg State University,2020
601,Tomsk Polytechnic University,2020
601,University of Ljubljana,2020
601,Mahidol University,2020
601,Bogazici University,2020
601,Istanbul Technical University,2020
601,Middle East Technical University,2020
601,National Cheng Kung University,2020
601,National Taiwan Normal University,2020
601,Makerere University,2020
601,Coventry University,2020
601,De Montfort University Leicester,2020
601,Glasgow Caledonian University,2020
601,Nottingham Trent University,2020
601,Oxford Brookes University,2020
601,The Manchester Metropolitan University,2020
601,University of Brighton,2020
601,University of Greenwich,2020
601,University of Hertfordshire,2020
601,University of Huddersfield,2020
601,University of Ulster,2020
601,University of Westminster,2020
601,University of the West of England - Bristol,2020
601,University of Pretoria,2020
601,University of the Western Cape,2020
601,University of Arkansas at Fayetteville,2020
601,University of Central Florida,2020
601,Kansas State University,2020
601,University of Maryland Baltimore County,2020
601,Worcester Polytechnic Institute,2020
601,Montana State University,2020
601,Creighton University,2020
601,University of Nevada - Las Vegas,2020
601,Stevens Institute of Technology,2020
601,New Mexico State University,2020
601,University of North Carolina at Greensboro,2020
601,Kent State University,2020
601,Ohio University,2020
601,University of Toledo,2020
601,Portland State University,2020
601,Clemson University,2020
601,University of South Dakota,2020
601,Baylor University,2020
601,Texas Technical University,2020
601,University of Texas at Arlington,2020
601,Old Dominion University,2020
601,Western Washington University,2020
601,West Virginia University,2020
601,Auburn University,2020
601,Lehigh University,2020
601,University of Lorraine,2020
601,Northwestern Polytechnical University,2020
601,King Khalid University,2020
601,Ca Foscari University of Venice,2020
601,University of Johannesburg,2020
601,Shahid Beheshti University of Medical Sciences,2020
601,China University of Petroleum (Beijing),2020
601,Kazan Federal University,2020
601,National University of Science and Technology MISiS,2020
601,University of Girona,2020
601,ISCTE-University Institute of Lisbon,2020
601,University of Lille,2020
601,Sidi Mohamed Ben Abdellah University,2020
601,University of Lincoln (England),2020
601,University Clermont Auvergne,2020
601,Nanjing University of Information Science and Technology,2020
601,Beni-Suef University,2020
601,University of Eastern Piedmont,2020
601,Chemnitz University of Technology,2020
601,COMSATS University Islamabad,2020
601,Ferhat Abbas Setif University 1,2020
601,IDC Herzliya,2020
601,Imam Khomeini International University,2020
601,Indian Institute of Science Education and Research Pune,2020
601,Indian Institute of Technology - Bhubaneswar,2020
601,Indian Institute of Technology - Hyderabad,2020
601,Jiangsu Normal University,2020
601,Kafrelsheikh University,2020
601,Mae Fah Luang University,2020
601,Shiraz University of Technology,2020
801,American University of Sharjah,2020
801,Pontifical Catholic University of Rio Grande do Sul,2020
801,Sao Paulo State University,2020
801,Federal University of Pelotas,2020
801,Federal University of Rio de Janeiro,2020
801,University of Brasilia,2020
801,University of Northern British Columbia,2020
801,Federico Santa Maria Technical University,2020
801,University of Chile,2020
801,University of La Frontera,2020
801,Capital University of Medical Sciences,2020
801,China Pharmaceutical University,2020
801,China University of Geosciences Wuhan,2020
801,China University of Mining Technology - Xuzhou,2020
801,Chongqing University,2020
801,Fuzhou University,2020
801,Guangdong University of Technology,2020
801,Jiangsu University,2020
801,Jilin University,2020
801,Jinan University - Guangdong,2020
801,Nanjing Agricultural University,2020
801,Nanjing University of Technology,2020
801,Northeast Normal University,2020
801,Northeastern University in China,2020
801,Shanghai Maritime University,2020
801,Shanghai University,2020
801,Shanghai University of Finance and Economics,2020
801,Shantou University,2020
801,University of Science and Technology Beijing,2020
801,Wuhan University of Technology,2020
801,Xiangtan University,2020
801,Yangzhou University,2020
801,Eastern Mediterranean University,2020
801,Czech Technical University of Prague,2020
801,University of South Bohemia,2020
801,University of Bejaia,2020
801,Tallinn University,2020
801,Ain Shams University,2020
801,American University in Cairo,2020
801,Tanta University,2020
801,University Carlos III de Madrid,2020
801,University Pablo de Olavide,2020
801,Technical University of Madrid,2020
801,Polytechnic University of Valencia,2020
801,University Rey Juan Carlos,2020
801,University of Alicante,2020
801,University of Castilla La Mancha,2020
801,University of Cadiz,2020
801,University of Cordoba,2020
801,University of Deusto,2020
801,University of Jaen,2020
801,University of La Coruna,2020
801,University of Las Palmas de Gran Canaria,2020
801,University of Murcia,2020
801,University of Malaga,2020
801,University of Seville,2020
801,University of Vigo,2020
801,University of Zaragoza,2020
801,University of Caen Normandy,2020
801,University of Ghana,2020
801,Aegean University,2020
801,Athens University of Economics and Business,2020
801,University of Patras,2020
801,University of Debrecen,2020
801,University of Pecs,2020
801,University of Szeged,2020
801,Aligarh Muslim University,2020
801,Jadavpur University,2020
801,Osmania University,2020
801,Pondicherry University,2020
801,Sri Venkateswara University,2020
801,Tezpur University,2020
801,Vellore Institute of Technology,2020
801,Ferdowsi University of Mashhad,2020
801,Isfahan University,2020
801,Isfahan University of Medical Sciences,2020
801,K.N.Toosi University of Technology,2020
801,Kurdistan University,2020
801,Mazandaran University of Iran,2020
801,Shahid Beheshti University,2020
801,Shiraz University,2020
801,Al-Balqa Applied University,2020
801,Jordan University,2020
801,Aichi Medical University,2020
801,Chiba University,2020
801,Hamamatsu University School of Medicine,2020
801,Hyogo College of Medicine,2020
801,Juntendo University,2020
801,Kanazawa University,2020
801,Kumamoto University,2020
801,Kyoto Prefectural University of Medicine,2020
801,Muroran Institute of Technology,2020
801,Niigata University,2020
801,Okayama University,2020
801,Osaka City University,2020
801,Rikkyo University (St. Paul's University),2020
801,Sapporo Medical University,2020
801,Tokyo University of Science,2020
801,St. Marianna University School of Medicine,2020
801,Tokyo Medical and Dental University,2020
801,Tokyo University of Agriculture and Technology,2020
801,University of Nairobi,2020
801,Ajou University,2020
801,Chonbuk National University,2020
801,Chonnam National University,2020
801,Inha University,2020
801,Kyungpook National University,2020
801,Seoul University,2020
801,Sogang University,2020
801,Yeungnam University,2020
801,Kuwait University,2020
801,Lebanese American University,2020
801,Vilnius University,2020
801,University of Latvia,2020
801,University of Tenaga Nasional,2020
801,University of Utara Malaysia,2020
801,University of Lagos,2020
801,Sultan Qaboos University,2020
801,Pontifical Catholic University of Peru,2020
